user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
363,ES2004a,10.99,B,Are we we're not allowed to dim the lights so people can see that a bit better?,NEGATIVE,3,Being passive-aggressive,"This is sort of a negative way to ask a question when you start it with ""are we not allowed"" and seems passive-aggressive to me.",2021-03-24 11:10:21.415979+00:00
363,ES2004a,49.75,D,"Jesus, it's gonna fall off",NEGATIVE,3,Dismissing others,This is an offensive thing to say to religious people and I think it dismisses anyone who may be religious and not want to hear language like this.,2021-03-24 11:10:56.232981+00:00
363,ES2004a,813.65,B,What about granny and grandads?,NEGATIVE,4,Dismissing others,Referring to the older generation as granny and grandads is submissive and seems ageist.,2021-03-24 11:15:31.381973+00:00
363,ES2004a,834.64,D,"So that's a problem regardless of of any design modifications you you come up with, that's gonna be a problem anyway with the older generation perhaps, and that's another issue how we tackle that.",NEGATIVE,5,Dismissing others,This speaker also is dismissive of the older generation by saying they are going to be a problem no matter what when it comes to using a remote.,2021-03-24 11:16:29.896755+00:00
363,ES2004a,443.16,D,"Um, I'm very impressed with your artistic skills, mine's are dreadful.",POSITIVE,13,Being positive,This is a nice thing to say about someone's artistic skills and creates a positive rapport among the them.,2021-03-24 11:19:01.535874+00:00
110,ES2004a,29.12,D,She gonna answer me or not?,NEGATIVE,6,Causing frusturation,Please keep in mind that communication is a two sided activity and any problems that popup have two potential sources. Consider a re-framing rather than a re-statement next time.,2021-03-24 14:28:22.550718+00:00
110,ES2004a,101.93,B,"Um then we'll go do tool training, talk about the project plan, discuss our own ideas and everything um and we've got twenty five minutes to do that, as far as I can understand.",NEGATIVE,1,Dismissing others,"When you are uncertain about details in a task, please consider communicating with others so that a solution is developed. In this case, it would be very helpful to everyone to know an accurate timeline.",2021-03-24 14:32:13.425621+00:00
110,ES2004a,117.62,B,"Now, we're developing a remote control which you probably already know.",NEGATIVE,1,Causing embarrassment,"Please remember that communication is a tool. Like most tools, it is effective when used deliberately and no more than needed. If you feel that something is already known, then please do not feel obligated to restate the obvious. And if you are uncertain, then there is no harm in treating it like any other piece of new information.",2021-03-24 14:38:37.005771+00:00
772,ES2004a,29.12,D,She gonna answer me or not?,NEGATIVE,6,Being passive-aggressive,The way you say she when you are obviously speaking to get that person's attention is an aggression.,2021-03-24 16:35:13.282088+00:00
772,ES2004a,95.68,B,"we will do some stuff, get to know each other a bit better to feel more comfortable with each other.",POSITIVE,3,Being positive,You are encouraging the participants to be working well together.,2021-03-24 16:40:38.394472+00:00
772,ES2004a,255.91,A,Oh sorry.,POSITIVE,1,Being respectful,You have offered an apology which lets others know you respect them.,2021-03-24 16:41:53.715726+00:00
772,ES2004a,290.68,A,Thank you.,POSITIVE,1,Being respectful,You have thanked someone for assistance which shows you care about other participants.,2021-03-24 16:42:29.121153+00:00
772,ES2004a,376.8,D,I think it's outstandingly good.,POSITIVE,3,Being agreeable,You have given a compliment to someone which shows you are approachable to talk to.,2021-03-24 16:44:03.872719+00:00
777,ES2004a,10.99,B,Are we we're not allowed to dim the lights so people can see that a bit better?,NEGATIVE,3,Being sarcastic,Your request sounded too confrontational. You could ask politely to dim the lights.,2021-03-24 17:11:11.408286+00:00
556,ES2004a,10.99,B,Are we we're not allowed to dim the lights so people can see that a bit better?,NEGATIVE,3,Being passive-aggressive,"The speaker seems to have an attitude, getting the meeting off to a tense start",2021-03-24 18:25:35.199432+00:00
556,ES2004a,95.68,B,"we will do some stuff, get to know each other a bit better to feel more comfortable with each other.",POSITIVE,3,Being positive,"The speaker is saying that the group should get familiar with each other, reinforcing cooperation.",2021-03-24 18:26:11.767744+00:00
556,ES2004a,172.03,B,"We're gonna practice with the pens and draw our favourite animal on the white board, I'll go first, and um sum up the characteristics of that animal.",POSITIVE,1,Being positive,"The speaker is being fun and playful, making the meeting less tense",2021-03-24 18:26:34.517940+00:00
556,ES2004a,324.13,A,"It's your best friend and your you can talk to a dog, it can be your best friend, it doesn't discriminate between you, based on what you are.",POSITIVE,2,Being agreeable,"The speaker is talking about why they like dogs, which is giving some insight in to their personality.",2021-03-24 18:27:17.533878+00:00
556,ES2004a,371.43,C,"And also, my drawing skill isn't that great so, yeah.",POSITIVE,1,Being positive,"The speaker is making light of their poor drawing ability, making the meeting less tense and lightening the mood",2021-03-24 18:27:48.078676+00:00
779,ES2004a,29.12,D,She gonna answer me or not?,NEGATIVE,6,Being passive-aggressive,It shows anger towards someone which can cause a negative atmosphere,2021-03-24 18:34:50.441471+00:00
