user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
1404,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being positive,This comment is greeting the team and starting the meeting on a positive notr,2021-04-12 12:21:35.939392+00:00
1404,ES2010c,142.11,B,"They want everything, but simply.",POSITIVE,6,Being agreeable,This comment restates the previous idea in simple form to acknowledge the idea,2021-04-12 12:23:47.928272+00:00
1404,ES2010c,178.55,D,I mean do you guys know what I mean.,POSITIVE,3,Being respectful,This comment shows that she wants to be sure that everyone understands before moving on,2021-04-12 12:25:43.742014+00:00
1404,ES2010c,201.97,D,Awesome.,POSITIVE,7,Being positive,Comment shows enthusiasm for the project as well as other member's input,2021-04-12 12:27:03.171287+00:00
1404,ES2010c,259.12,D,So I mean that's just an idea if you guys like it.,POSITIVE,5,Being agreeable,Asking for input and approval shows that he is acknowledging and validating them,2021-04-12 12:28:30.988794+00:00
1404,ES2010c,260.84,A,Very good.,POSITIVE,12,Being positive,This comment says that they appreciate and approve of the ideas being presented,2021-04-12 12:29:32.319387+00:00
1404,ES2010c,268.23,A,Great presentation.,POSITIVE,19,Being positive,This comment encourages others by acknowledging their hard work and ideas,2021-04-12 12:30:27.258574+00:00
1404,ES2010c,564.63,A,Great job.,POSITIVE,6,Being positive,Always acknowledge the positive input and hard work of others,2021-04-12 12:33:09.327679+00:00
874,ES2010c,33.98,A,Hi Team.,POSITIVE,4,Being respectful,"This person is starting off the conversation by being positive. This is positive because instead of just jumping into conversation, they are greeting the team by saying hi.",2021-04-12 12:57:51.452770+00:00
874,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being respectful,This person is being respectful because they are commenting something nice and stating that they hoped others enjoyed their break.,2021-04-12 12:58:19.254092+00:00
874,ES2010c,144.53,D,Exactly.,POSITIVE,5,Being agreeable,This person is being agreeable because they are expressing gratitude based on the last comment regarding customer's wants.,2021-04-12 12:59:23.766659+00:00
874,ES2010c,201.97,D,Awesome.,POSITIVE,7,Being positive,This person is being positive as they are responding positively to a comment made by someone else when they are mentioning they would further expand upon an idea when it is their turn to present.,2021-04-12 13:00:18.029937+00:00
874,ES2010c,260.84,A,Very good.,POSITIVE,12,Being positive,This person is being positive because they are complimenting and praising another member's retro design idea.,2021-04-12 13:01:04.172203+00:00
1172,ES2010c,79.39,B,Just trying to move mine right now.,NEGATIVE,2,Being sarcastic,"the statement showed the member viewed the discussion as a burden, and he or she did not feel excited about the presentation.",2021-04-12 13:07:39.187107+00:00
1110,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being positive,A is starting the group conversation with a positive note by saying they hoped everyone had a good lunch.,2021-04-12 13:12:08.917964+00:00
1172,ES2010c,116.91,D,"Um basically about fifty eight percent of what they like of the product that they want, describing like the in order of how much they want, fifty eight per cent of the decision of what it should look like, fancy versus functional, and then it has to also be technologically innovative, and yet easy to use.",POSITIVE,2,Being clear,Being clear and descriptive about the presented information is very helpful to other members' decision making.,2021-04-12 13:13:37.100163+00:00
1110,ES2010c,61.48,A,"'Kay, and just to reiterate um after this meeting the team will reach a decision on the concepts of the remote control.",POSITIVE,2,A laid out the meeting with an agenda and how the meeting will flow.,By starting the meeting with an agenda and briefly describing how the meeting will flow A has already made the meeting more organized.,2021-04-12 13:14:03.718289+00:00
1110,ES2010c,144.61,B,<sound: laugh>,NEGATIVE,1,Causing frusturation,B laughing at the customer makes for unnecessary time spent distracted from the task at hand.,2021-04-12 13:16:11.389506+00:00
1172,ES2010c,142.11,B,"They want everything, but simply.",POSITIVE,6,Being truthful,"This is the reality of the current open market; because consumers are free to choose the best products for them on the market, they want the best that is available",2021-04-12 13:16:28.208297+00:00
1171,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being respectful,This line is respectful and kind to the other team members.,2021-04-12 13:18:12.738732+00:00
1171,ES2010c,75.24,A,Who would like to go first?,POSITIVE,4,Being respectful,This line is respectful and asks if another team member wants to go first.,2021-04-12 13:18:37.224985+00:00
1110,ES2010c,90.27,D,Yeah.,NEGATIVE,1,Causing frusturation,D does not seem prepared for the meeting along. The Project Manager put together an agenda/flow for the meeting and it doesn't sound like the other group members are prepared.,2021-04-12 13:18:43.446101+00:00
1172,ES2010c,181.72,D,"But as for the fruits and vegetable patterns, I don't know if we really want to go with that, because it is just a trend, and our product we want to stay around for much longer than just a few months, because Yeah.",POSITIVE,2,being factful,The long term stability of a company is the ultimate goal that each company will try to remain,2021-04-12 13:19:04.267270+00:00
1171,ES2010c,103.37,D,"Uh since we do put the fashion in electronics, it is kind of important how our product looks.",NEGATIVE,2,Being sarcastic,This line has some sarcasm in it and could have been said nicer.,2021-04-12 13:19:07.608318+00:00
1171,ES2010c,178.55,D,I mean do you guys know what I mean.,POSITIVE,3,Being respectful,This line respectfully asks for the opinion of the team member's.,2021-04-12 13:19:46.183102+00:00
1171,ES2010c,259.12,D,So I mean that's just an idea if you guys like it.,POSITIVE,5,Being positive,This line asks for the opinion of the team in a nice respectful way.,2021-04-12 13:20:26.802538+00:00
1110,ES2010c,157.992,A,<sound: laugh>,NEGATIVE,1,Being sarcastic,For the project manager to be laughing at what others are doing in the industry can cause harm to the group by not taking others seriously and finding what will work for their customers.,2021-04-12 13:20:33.129888+00:00
1172,ES2010c,196.34,B,"I can address some of that issue, I think, with uh my presentation.",POSITIVE,3,Being respectful,"By presenting his or her perspectives on the issue, other members in the meeting can voice their opinions, which will be very helpful for the final decision on the issue.",2021-04-12 13:20:35.050021+00:00
1195,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being positive,"Being nice and engaging towards the entire team, wishing them well.",2021-04-12 16:02:10.867575+00:00
1195,ES2010c,227.62,D,"That's one of our key goals, we wanna promote our product.",POSITIVE,1,Being positive,Reinforcing another persons suggestions and explaining why they agree with the comment will encourage others to comment.,2021-04-12 16:06:16.821318+00:00
1195,ES2010c,268.23,A,Great presentation.,POSITIVE,19,Being positive,Positive comments of presentations will encourage better work in the future.,2021-04-12 16:08:26.292909+00:00
1195,ES2010c,384.81,C,"kind of trendy and hip, but also very sleek and",POSITIVE,2,Being positive,This comment sums up another persons input and suggests what they like about their work,2021-04-12 16:09:46.589335+00:00
1195,ES2010c,466.22,D,That's cute.,POSITIVE,11,Being positive,A team member had added a suggestion to the design and this person is letting them know they like their suggestion.,2021-04-12 16:10:59.177840+00:00
540,ES2010c,33.98,A,Hi Team.,POSITIVE,4,Being positive,Introducing yourself to a team with a friendly greeting can create a friendly environment for a discussion.,2021-04-12 17:03:00.524069+00:00
540,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being positive,Offering a kind wish to others is considered polite and friendly which can set the tone for a conversation with others by putting it in a positive light.,2021-04-12 17:03:32.119604+00:00
540,ES2010c,75.24,A,Who would like to go first?,POSITIVE,4,Being respectful,"Rather than dictating who will speak first, asking as question gives people a chance to speak up and go in an order that is comfortable for them.",2021-04-12 17:04:12.802937+00:00
540,ES2010c,81.87,A,Um Courtney would you mind starting us off?,POSITIVE,2,Being respectful,This is a great example of being respectful towards others while encouraging someone to share their thoughts.,2021-04-12 17:04:34.187098+00:00
540,ES2010c,103.37,D,"Uh since we do put the fashion in electronics, it is kind of important how our product looks.",POSITIVE,1,Being positive,This comment is expressing and voicing a concern about the industry as well as helping to define the group's goal with the end product which helps others stay on the same page for the task.,2021-04-12 17:05:30.283509+00:00
540,ES2010c,50.21,A,"We're gonna have three presentations, one from each of you again.",POSITIVE,1,Being respectful,"By clearly stating expectations ahead of time, each person in the group has time to prepare themselves for the meeting ahead as well as understand the process they will be following through the discussion.",2021-04-12 17:06:28.413129+00:00
1521,ES2010c,33.98,A,Hi Team.,POSITIVE,4,Being positive,"Addressing everyone as ""team"" gives a feeling of security and that everyone is working together.  It's a great tactic to make people feel more comfortable and get work done together!",2021-04-12 17:08:00.557017+00:00
1521,ES2010c,34.67,A,Hope you had a good lunch.,POSITIVE,11,Being positive,"Again, this person is showing leadership qualities by addressing the previous break and hoping everyone had a good lunch.  It may sound trivial, but I think it really helps people feel more comfortable.  It's little things like that, that add up and bring an overall positive vibe to a group setting.  Shows people they're cared about!",2021-04-12 17:10:05.225547+00:00
