user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
961,ES2010d,9.84,A,Me too.,POSITIVE,2,Being agreeable,"Person A fully agrees with Person D that they also want to find out if the remote works, too.",2021-04-12 11:18:00.238920+00:00
961,ES2010d,19.64,D,Whoohoo.,POSITIVE,2,Being positive,"This is a really classic celebratory response to a previous statement, which fully expresses positivity.",2021-04-12 11:18:35.516949+00:00
961,ES2010d,56.09,C,Okay.,POSITIVE,1,Being agreeable,Person C fully agrees with Person B that they should do the reading since they wrote it.,2021-04-12 11:19:14.355133+00:00
961,ES2010d,86.49,D,That's nice.,POSITIVE,8,Being positive,"Thinking that something is nice shows a strong, positive reaction to it.",2021-04-12 11:19:39.914081+00:00
961,ES2010d,91.86,D,Good.,POSITIVE,4,Being positive,Person D likes the fact that the entire remote lights up if any button is pressed.,2021-04-12 11:20:21.092127+00:00
900,ES2010d,53.76,B,"Y you read that stuff, since you wrote it.",NEGATIVE,2,Being passive-aggressive,This speaker is being passive aggressive by saying they don't necessarily agree with what's written since the other person wrote it.  They are distancing themselves from any possible blame.,2021-04-12 13:10:22.804660+00:00
900,ES2010d,76.85,A,Right.,POSITIVE,3,Being agreeable,"Person A is agreeing that the assumption Person C said is correct, allowing them to move on.",2021-04-12 13:11:31.399817+00:00
900,ES2010d,86.49,D,That's nice.,POSITIVE,8,Being positive,Person D is emphasizing the colors/layout was a good idea.,2021-04-12 13:12:25.248567+00:00
900,ES2010d,101.74,A,Great.,POSITIVE,3,Being positive,Person A continues to give positive feedback on the remote layout.,2021-04-12 13:13:02.733436+00:00
900,ES2010d,175.89,A,I think you did an awesome job.,POSITIVE,15,Being positive,Person A is giving high praise that the presentation was good.,2021-04-12 13:14:33.756949+00:00
900,ES2010d,176.92,D,"Yeah, I think it's a beautiful",POSITIVE,7,Being positive,Person D is agreeing and letting the people presenting know how much they like it.,2021-04-12 13:15:18.295041+00:00
772,ES2010d,8.11,D,I wanna find our if our remote works.,POSITIVE,1,Being respectful,Using the word our here shows that you see the group as a team and acknowledge the input of others.,2021-04-12 14:08:51.061342+00:00
772,ES2010d,43.6,A,let's get started.,POSITIVE,1,Being positive,This statement is very positive and inclusive of the group.,2021-04-12 14:09:22.154534+00:00
772,ES2010d,46.82,B,"Mm 'kay, you ready?",POSITIVE,3,Being respectful,It is polite to ask others if they are ready to begin when proceeding.,2021-04-12 14:09:51.554228+00:00
772,ES2010d,53.76,B,"Y you read that stuff, since you wrote it.",NEGATIVE,2,Being passive-aggressive,This statement seems aggressive the way it was phrased it could be seen as rude to others.,2021-04-12 14:11:12.031794+00:00
772,ES2010d,64.91,C,<sound: cough>,NEGATIVE,1,Being passive-aggressive,This coughing here may be seem as an aggressive response to the last speaker's joke which could make others uncomfortable,2021-04-12 14:12:12.390834+00:00
1501,ES2010d,9.84,A,Me too.,POSITIVE,2,Being agreeable,Agrees with the first speaker to engage in discovery.,2021-04-12 15:36:14.909399+00:00
1501,ES2010d,19.64,D,Whoohoo.,POSITIVE,2,Being positive,This is an exclamation of agreement indicating excitement to the other speaker.,2021-04-12 15:37:03.528673+00:00
1501,ES2010d,76.85,A,Right.,POSITIVE,3,Being agreeable,indicates that they are listening to the speaker and understanding what they're saying.,2021-04-12 15:38:24.105560+00:00
1501,ES2010d,86.49,D,That's nice.,POSITIVE,8,Being positive,recognizes the aesthetic properties of product in support of the previous speaker.,2021-04-12 15:39:05.270392+00:00
1501,ES2010d,87.36,A,Yeah.,POSITIVE,1,Being agreeable,This agrees with the original assessment as well as the subsequent one.,2021-04-12 15:39:46.396381+00:00
1501,ES2010d,91.86,D,Good.,POSITIVE,4,Being positive,points out the positive aspects of previous statements and agrees.,2021-04-12 15:41:00.476145+00:00
1501,ES2010d,101.74,A,Great.,POSITIVE,3,Being agreeable,Not only shows that they are listening but that they find value in the statement.,2021-04-12 15:41:55.065581+00:00
1501,ES2010d,107.49,A,Okay.,POSITIVE,1,Being agreeable,This comment shows that they are listening and agree.,2021-04-12 15:42:35.285738+00:00
823,ES2010d,86.49,D,That's nice.,POSITIVE,8,Being positive,This positive feedback  makes the other participant feel confident and validated so they will speak up even more.,2021-04-12 15:44:39.620898+00:00
823,ES2010d,91.86,D,Good.,POSITIVE,4,Being positive,Even a simple positive comment like this makes the other participant feel engaged and validated.,2021-04-12 15:45:02.534324+00:00
823,ES2010d,175.89,A,I think you did an awesome job.,POSITIVE,15,Being positive,"Very powerful feedback here, which helps the other participant feel extra validated and proud.",2021-04-12 15:45:41.291876+00:00
823,ES2010d,181.27,D,"Good job, you guys.",POSITIVE,8,Being positive,More positive feedback to help the presenters feel validated. They will certainly be more likely to speak their mind now!,2021-04-12 15:46:23.903689+00:00
823,ES2010d,182.51,D,Those are really good.,POSITIVE,7,Being positive,More overwhelmingly positive feedback! They will be certain to feel satisfied and eager to participate going forward.,2021-04-12 15:46:50.731166+00:00
1499,ES2010d,23.89,A,"Um after the opening we're going to have a prototype presentation, then we're going to discuss the evaluation criteria and the financing of our remote.",POSITIVE,3,Being respectful,"You notified the attendees that a discussion would occur, which should make them feel comfortable talking.",2021-04-12 16:42:05.494073+00:00
1499,ES2010d,86.49,D,That's nice.,POSITIVE,8,Being positive,"You provided positive feedback on the design, which will make the group feel good about it.",2021-04-12 16:42:53.856421+00:00
