user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
767,ES2004d,417.13,D,Well done.,POSITIVE,3,Being positive,"Once the presentation of the design was over, D gave quick positive feedback to let B know that they did a good job.",2021-03-24 10:42:51.424642+00:00
767,ES2004d,549.82,D,Any questions there?,NEGATIVE,1,Being passive-aggressive,"D already asked ""does that seem clear"" and nobody answered...to ask the question again would make me assume they are SURE someone would have a question, doubting their intelligence or understanding.",2021-03-24 10:44:56.032206+00:00
767,ES2004d,600.22,D,How about that?,POSITIVE,3,Being respectful,"D came up with an idea and then asked the group for consensus, respectfully.",2021-03-24 10:45:38.108360+00:00
767,ES2004d,688.95,D,Not that you're biased,NEGATIVE,6,Being sarcastic,Calling out speaker C that they're not biased...no comment is necessary while this group is giving their ratings.,2021-03-24 10:47:12.528979+00:00
767,ES2004d,945.46,D,That sounds good then.,POSITIVE,6,Being agreeable,"D asked C a question and did not question their answer or push back, this helped the conversation move along smoothly.",2021-03-24 10:49:21.279679+00:00
767,ES2004d,1023.43,D,We happy to go ahead?,POSITIVE,8,Being respectful,"D is again working to gain the group's consensus, this is respectful.",2021-03-24 10:50:45.622591+00:00
770,ES2004d,413.43,B,Thank you very much.,POSITIVE,2,Being respectful,It's just a pleasantry but it can really make someone feel respected and just better about themselves.,2021-03-24 11:31:20.392543+00:00
770,ES2004d,875.92,C,It's meant to be.,POSITIVE,3,Being positive,It's just a simple saying but I think this would do good to push the group to come to a decision.,2021-03-24 11:33:02.168059+00:00
770,ES2004d,1289.38,B,"No, we don't step on anyone's toes.",NEGATIVE,2,Causing annoyance,"This can be annoying because it can limit you. Anything can step on anyone's toes if you think about it. As long as no one is hurting, sometimes you must go outside the box to get the result you want. Regardless of how others may react.",2021-03-24 11:34:58.573959+00:00
770,ES2004d,1696.56,D,"Although we had our separate tasks, there was so much interaction, so much that we needed to um bounce off each other.",POSITIVE,9,Being positive,This is just an a plus comment. It really brings the group together and makes it so everyone feels like their voice was heard during this conversation.,2021-03-24 11:36:29.789743+00:00
770,ES2004d,2142.71,B,Um the project has been evaluated well and truly.,POSITIVE,2,Being positive,It is just a nice wrap up of this discussion they had.,2021-03-24 11:38:29.315499+00:00
183,ES2004d,417.13,D,Well done.,POSITIVE,3,Being positive,Giving your coworker praise contributes to the psychological safety of the meeting,2021-03-24 13:45:00.090388+00:00
183,ES2004d,548.94,D,Does that seem clear?,POSITIVE,1,Being agreeable,"Asking for feedback is a great way to make people feel involved and that their input is valued, which increases the overall psychological safety of the meeting.",2021-03-24 13:47:51.321945+00:00
183,ES2004d,549.82,D,Any questions there?,POSITIVE,1,Being agreeable,Soliciting people to say whether they understand and agree with what's being said is a great way to increase the psychological positivity of the meeting,2021-03-24 13:49:12.365413+00:00
183,ES2004d,550.79,A,"Ah, it's perfect.",POSITIVE,2,Being positive,The giving of positive compliments to each other is a great way to cheer on your coworker to continue explaining what is being talked about and definitely increases the warmth and psychological safety of the meeting,2021-03-24 13:52:04.625217+00:00
183,ES2004d,555.19,D,"Yes, we're going to come to w we'll discuss each one and we'll come to a consensus rating between one and seven.",POSITIVE,1,Being agreeable,Statement like this where it is said that the group must come to a consensus makes each and every person in attendance of the meeting feel like they have a say in the outcome of the meeting's goals and certainly raises the psychological safety of the meeting.,2021-03-24 13:54:40.155151+00:00
183,ES2004d,562.26,D,Is that okay?,POSITIVE,1,Being agreeable,"Making sure everyone is okay with what's being said allows everyone to have the opportunity to offer his or her own input into the discussion of the meeting, thereby increasing the psychological safety of the meeting for everyone involved in the discussion.",2021-03-24 13:56:47.163910+00:00
772,ES2004d,22.99,A,Thank you.,POSITIVE,3,Being respectful,Saying thank you shows that you have respect for the other participants.,2021-03-24 13:57:28.837438+00:00
772,ES2004d,99.49,C,"Yeah, shall I show?",POSITIVE,2,Being respectful,Asking if you should show is respectful and allows others to have input.,2021-03-24 13:58:26.546705+00:00
772,ES2004d,105.53,B,<sound: laugh>,NEGATIVE,2,Causing embarrassment,Laughing while another participant is doing something can cause them embarrassment.,2021-03-24 13:59:15.615159+00:00
183,ES2004d,595.77,D,"Actually, it might be an idea, if we each did give our own individual rating, and we could take an average at the end.",POSITIVE,4,Being agreeable,"Submitting the idea that each person in the meeting has a vote in the matter and will contribute to the overall outcome of the topic of discussion makes everyone aware that each person's opinion is valued and carries equal weight with every other person in the meeting, thus making the psychological safety of the meeting apparent.",2021-03-24 13:59:38.296264+00:00
772,ES2004d,108.3,C,Can I just nick your,POSITIVE,2,Being respectful,Asking permission to do something shows you are respectful of other participants.,2021-03-24 13:59:47.265970+00:00
772,ES2004d,125.376,B,<sound: laugh>,NEGATIVE,1,Causing embarrassment,Laughing when another participant is presenting something can cause embarrassment.,2021-03-24 14:00:44.828273+00:00
183,ES2004d,600.22,D,How about that?,POSITIVE,3,Being agreeable,"This open-ended question inquires of everyone in the meeting if they agree with what's being said, which is a great way to increase the psychological safety of the meeting.",2021-03-24 14:01:44.639930+00:00
556,ES2004d,94.68,A,"Me and William worked on a prototype, and I think William is going to make a p presentation on that.",POSITIVE,1,Being positive,"the speaker is handing things off to William, showing cooperation and teamwork",2021-03-24 15:23:42.830914+00:00
556,ES2004d,168.24,B,Mm-hmm.,POSITIVE,1,Being agreeable,The speaker is showing that they are paying attention to the presentation,2021-03-24 15:24:37.730555+00:00
556,ES2004d,233.26,B,"So put it in the top section rather than the bottom sections, 'cause it's the top part that's okay.",POSITIVE,1,Being positive,"the speaker is making suggestions, showing they are cooperative and paying attention",2021-03-24 15:25:15.706639+00:00
556,ES2004d,259.11,C,"it'll shout back, I'm here, or something.",POSITIVE,1,Being positive,"The speaker is making a joke, lightening the tone of the meeting",2021-03-24 15:25:43.944474+00:00
556,ES2004d,719.59,D,"Okay, and we're just waiting for your rating f",POSITIVE,1,Being agreeable,"The speaker is stating that they are waiting for another person to give a rating, showing that are being cooperative",2021-03-24 15:26:53.723482+00:00
34,ES2004d,120.76,C,Thank you.,POSITIVE,2,Being agreeable,"You are the only participant who has ""Thanked"" somebody so far. This is being positive, respectful and agreeable.",2021-03-24 15:56:10.459267+00:00
34,ES2004d,336.62,B,"Oh right, yeah, okay, yeah, I've got you.",POSITIVE,1,Being agreeable,"Saying ""I've got you"" let's everyone know you're on the same page which is agreeable and cohesive.",2021-03-24 15:58:52.279315+00:00
34,ES2004d,413.43,B,Thank you very much.,POSITIVE,2,Being respectful,"Saying ""Thank you very much"" and by including the ""very much"" is a sign of respect.",2021-03-24 16:00:19.267198+00:00
34,ES2004d,550.79,A,"Ah, it's perfect.",POSITIVE,2,Being positive,Complimenting your work let's the group know you're making progress.,2021-03-24 16:02:05.647903+00:00
34,ES2004d,580.75,D,This is where I realise how tiny I actually am.,NEGATIVE,2,Causing embarrassment,Putting yourself down in front of others is actually harmful to you and your group even if they laugh at it.,2021-03-24 16:03:34.610128+00:00
34,ES2004d,688.95,D,Not that you're biased,NEGATIVE,6,Dismissing others,"Calling someone ""biased"" could be considered a kind of attack on them.",2021-03-24 16:04:43.801093+00:00
793,ES2004d,105.53,B,<sound: laugh>,NEGATIVE,2,Causing embarrassment,Laughing probably made the other person embarrassed and nervous more than they already are,2021-03-25 08:14:17.605963+00:00
514,ES2004d,22.99,A,Thank you.,POSITIVE,3,Being Appreciative,Showing appreciation for what was said makes people feel acknowledged,2021-03-25 09:28:02.786767+00:00
514,ES2004d,139.4,B,Right.,POSITIVE,1,Being agreeable,"Using the word ""right"" shows agreement and that he heard what the other person said",2021-03-25 09:29:37.444609+00:00
514,ES2004d,262.144,D,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing when another person makes a joke is a good way to be positive and support that person.,2021-03-25 09:30:44.359340+00:00
514,ES2004d,274.65,B,"Or, that would be too complicated.",NEGATIVE,1,Dismissing others,Dismissing the idea by saying it would be too complicated to complete,2021-03-25 09:31:24.703959+00:00
514,ES2004d,417.13,D,Well done.,POSITIVE,3,Being positive,Giving the others a compliment on the performance in the group is a very positive way to motivate others,2021-03-25 09:32:28.930347+00:00
514,ES2004d,13.41,A,Hmm.,POSITIVE,1,Being agreeable,Even a small sound can show agreement and the fact that you are listening to what the other person is saying,2021-03-25 09:33:29.577030+00:00
654,ES2004d,22.99,A,Thank you.,POSITIVE,3,Being respectful,Thanking someone is an easy way to let them know you appreciate something they've done.,2021-03-25 13:01:08.464337+00:00
654,ES2004d,99.49,C,"Yeah, shall I show?",POSITIVE,2,Being respectful,Asking to present their work in this way shows they're respecting everyone else's time.,2021-03-25 13:02:19.375752+00:00
654,ES2004d,103.62,A,I can hold it like,POSITIVE,1,Being agreeable,They're volunteering to help someone else present their findings which is very helpful in letting other's feel comfortable presenting,2021-03-25 13:03:09.675906+00:00
654,ES2004d,105.53,B,<sound: laugh>,POSITIVE,1,Being positive,Laughing bolsters morale which makes everyone feel more comfortable in discussing their thoughts,2021-03-25 13:03:43.870346+00:00
654,ES2004d,108.3,C,Can I just nick your,POSITIVE,2,Being respectful,Asking another meeting participant for their permission before doing something shows a degree of respect towards others.,2021-03-25 13:04:29.649755+00:00
625,ES2004d,100.76,A,Yeah.,POSITIVE,1,Being agreeable,"It's good to be supportive and verbally agree with your partner in front of everyone, it shows unity.",2021-03-25 16:30:21.571037+00:00
625,ES2004d,109.01,B,"Yes, yes you can.",POSITIVE,1,Being agreeable,"This is a good example of going with the flow of ideas in a meeting, taking someone else's suggestion in your presentation flow is great!",2021-03-25 16:32:48.113480+00:00
625,ES2004d,120.76,C,Thank you.,POSITIVE,2,Being respectful,"Thanking someone for their presentation is a great way to signal they can be finished as well as showing appreciation for their work so far, great job!",2021-03-25 16:34:04.104996+00:00
625,ES2004d,178.12,B,Okay.,POSITIVE,1,Being agreeable,"Showing that your listening is good don't be afraid to put some ""Great""s or ""Cool""s in there as well to show that you're listening as well as being supportive.",2021-03-25 16:35:27.109599+00:00
625,ES2004d,209.53,B,So it's flush.,POSITIVE,1,Being agreeable,"Showing that your're paying attention by asking leading questions and probing understanding questions is very excellent, keep that up!",2021-03-25 16:36:05.413569+00:00
625,ES2004d,116.55,C,Going a bit crazy over here.,NEGATIVE,1,Dismissing others,Be careful about making judgement calls on someone else's products first. Perhaps find another way to phrase this so there is less chance of hurting feelings.,2021-03-25 16:36:53.981661+00:00
803,ES2004d,601.41,B,That works.,POSITIVE,3,Being agreeable,Agreeing with the other speakers in a way that moves the conversation in a positive manner.,2021-03-29 14:58:07.271820+00:00
803,ES2004d,688.95,D,Not that you're biased,NEGATIVE,6,Being sarcastic,"Comes across as sarcasm, implying that the other person holds a point of bias in their thinking.",2021-03-29 14:59:24.092477+00:00
803,ES2004d,637.05,B,I would agree.,POSITIVE,2,Being agreeable,Agrees with the other person and helps to positively reinforce what they've said.,2021-03-29 15:00:04.153002+00:00
803,ES2004d,595.77,D,"Actually, it might be an idea, if we each did give our own individual rating, and we could take an average at the end.",POSITIVE,4,Being positive,"Gives out a good idea that the others all seem to agree with, which helps everyone continue with the work in a good way.",2021-03-29 15:00:43.027531+00:00
803,ES2004d,580.75,D,This is where I realise how tiny I actually am.,POSITIVE,3,Being positive,Makes a fun joke that helps to lighten the mood of the group.,2021-03-29 15:01:08.095005+00:00
627,ES2004d,580.75,D,This is where I realise how tiny I actually am.,POSITIVE,3,Showing humor,Showing humor loosens up the audience and allows them to feel more free and relaxed.,2021-03-29 15:52:50.702789+00:00
627,ES2004d,637.05,B,I would agree.,POSITIVE,2,Being agreeable,They are showing their agreeance and letting it be known that they see things the same way.,2021-03-29 15:53:21.636012+00:00
627,ES2004d,688.95,D,Not that you're biased,NEGATIVE,6,Being sarcastic,This may be seen as sarcastic and/or passive aggressive. It may cause some tension depending on how it's taken.,2021-03-29 15:54:11.312063+00:00
627,ES2004d,737.34,D,"That brings it down to two, nice and simple, yeah.",POSITIVE,1,Being agreeable,They're showing agreeance and being okay with how the number is coming out. They are being positive overall.,2021-03-29 15:56:10.060541+00:00
627,ES2004d,770.76,D,"We'll just put almost two, because I'm not gonna get into silly decimal places.",NEGATIVE,3,Being sarcastic,"I'm not so sure the ""silly decimal places"" comment will go over well. It may be dismissive of what the group actually ends up deciding on.",2021-03-29 15:57:09.810728+00:00
267,ES2004d,570.98,D,"It will just be criteria one, two, three, four, five, six, or A_, B_, C_, D_, E_, F_ to confuse it with the number rating.",POSITIVE,2,Being positive,It was just a instruction. It not undergoes with harm,2021-03-29 16:32:33.123127+00:00
267,ES2004d,617.53,D,"Criteria A_, the fancy look and feel.",POSITIVE,1,Being respectful,It's just a reply to a simple question. It is not harm,2021-03-29 16:33:28.706975+00:00
267,ES2004d,698.92,A,"Oh sorry, I I got it wrong.",POSITIVE,2,Being respectful,It was asking apology to someone. It was respectful sentence not harm,2021-03-29 16:37:43.351451+00:00
267,ES2004d,863.09,D,"We've talked about pointers, but the very use of a remote control, if you're someone who's zapping, who's sitting like that, and we found so many people did, how do you minimise that on such a small device?",POSITIVE,4,Being agreeable,It was a explanation to other group members. It was not harm sentence,2021-03-29 16:45:59.647560+00:00
267,ES2004d,902.31,C,Yeah.,POSITIVE,1,Being positive,It was simple reply to the simple question. It was not harm,2021-03-29 16:46:45.353601+00:00
676,ES2004d,580.75,D,This is where I realise how tiny I actually am.,POSITIVE,3,Being agreeable,Making a self-effacing joke is a good way to make the others feel comfortable.,2021-03-29 16:47:07.289320+00:00
676,ES2004d,595.77,D,"Actually, it might be an idea, if we each did give our own individual rating, and we could take an average at the end.",POSITIVE,4,Being agreeable,This person offered a solution where everyone will get to give their opinion.,2021-03-29 16:48:10.259229+00:00
676,ES2004d,795.43,D,"So I'm just thinking, before I give it my rating, you were limited in the use of materials for your prototype here.",POSITIVE,2,Being respectful,This speaker opened the door for the designer to defend and explain their work prior to being judged.,2021-03-29 16:50:57.027225+00:00
676,ES2004d,977.66,C,"I do realise that we might be being fairly biased, 'cause it is our product, but",POSITIVE,5,Being agreeable,This person is jokingly pointing out that they may be biased without offending anyone else.,2021-03-29 16:53:01.105484+00:00
676,ES2004d,1045.0,D,Is there anything you would like to to ask me about the findings before I,POSITIVE,11,seeking input,The speaker is giving everyone a last chance to give their thoughts on the design to make sure nothing is left unstated.,2021-03-29 16:54:33.311170+00:00
772,ES2004d,600.22,D,How about that?,POSITIVE,3,Being respectful,You have asked the input of others which shows respect for other participants.,2021-03-29 18:40:43.883968+00:00
772,ES2004d,601.41,B,That works.,POSITIVE,3,Being agreeable,This response lets that other participant know you are in agreement with them. which is being responsive to them.,2021-03-29 18:42:16.355122+00:00
654,ES2004d,570.98,D,"It will just be criteria one, two, three, four, five, six, or A_, B_, C_, D_, E_, F_ to confuse it with the number rating.",POSITIVE,2,Being constructive,Offering a suggestion for improvement helps promote creative thinking and helps others with the project.,2021-03-29 18:43:29.175648+00:00
654,ES2004d,601.41,B,That works.,POSITIVE,3,Being agreeable,Being agreeable like this helps move the project along and them work faster with each other.,2021-03-29 18:44:12.114889+00:00
772,ES2004d,621.47,D,How do we feel about this prototype model relating to fancy it is a fancy look and feel.,POSITIVE,3,Being positive,"Addressing the group as ""we"" shows you care about all of the participants.",2021-03-29 18:44:37.625338+00:00
654,ES2004d,644.98,D,Two.,POSITIVE,1,Being positive,Giving a high rating to the group's ideas helps the members feel accomplished.,2021-03-29 18:44:57.791336+00:00
772,ES2004d,698.92,A,"Oh sorry, I I got it wrong.",POSITIVE,2,Being respectful,It is respectful to others to say you are sorry if something has gone wrong.,2021-03-29 18:45:45.599324+00:00
654,ES2004d,691.18,D,<sound: laugh>,POSITIVE,1,Being jovial and joking,Joking around a little like this helps morale stay high and keeps people engaged.,2021-03-29 18:45:48.770948+00:00
654,ES2004d,727.55,D,"Losing one decimal place, that's okay.",POSITIVE,1,Being helpful,This helps simplify things so that everyone can grasp the concepts better.,2021-03-29 18:46:44.811416+00:00
772,ES2004d,768.224,A,<sound: laugh>,POSITIVE,4,Being agreeable,Laughing here shows the other participant you are understanding of them and what they were thinking.,2021-03-29 18:47:07.133413+00:00
568,ES2004d,595.77,D,"Actually, it might be an idea, if we each did give our own individual rating, and we could take an average at the end.",POSITIVE,4,Being respectful,It showed respect and gave the participants a choice and autonomy,2021-03-29 19:56:55.062585+00:00
568,ES2004d,621.47,D,How do we feel about this prototype model relating to fancy it is a fancy look and feel.,POSITIVE,3,Being respectful,It was being respectful because it was asking the others how the issue made them feel thereby acknowledging and recognizing different feelings,2021-03-29 19:58:31.504723+00:00
568,ES2004d,688.95,D,Not that you're biased,NEGATIVE,6,Being sarcastic,It might have been an innocent remark but sarcasm could be seen as harmful and hurtful to the person it was directed at.,2021-03-29 19:59:40.128282+00:00
568,ES2004d,844.67,D,That part was nice and easy.,POSITIVE,11,Being positive,It was being positive about their work so far thereby ensuring good feelings for the participants.,2021-03-29 20:02:23.691413+00:00
568,ES2004d,983.12,D,"So, how do we feel about this?",POSITIVE,4,Being positive,It was positive remark so the other participants could feel validated on their own opinions no matter what they were,2021-03-29 20:04:36.969586+00:00
527,ES2004d,621.47,D,How do we feel about this prototype model relating to fancy it is a fancy look and feel.,POSITIVE,3,Being positive,It is always best in a team to come up with great and recent tools to discuss about which can improve productivity,2021-03-29 21:01:45.769511+00:00
527,ES2004d,766.42,D,"I should've said a two to make the arithmetic easy, shouldn't I?",POSITIVE,6,Being positive,"It make people to be creative to simplify the things, yes each team member should be creatibe in one or the other aspect.",2021-03-29 21:03:13.907391+00:00
527,ES2004d,778.98,D,"Um mm now we're looking at it incorporates current fashion trends, now that's particularly in relation to our market research findings about the spongy texture to the exterior and the fruit and vegetable design colours.",POSITIVE,1,Being positive,"Each company need to align with the market needs and trends, that need to dicussed by the team members to align them with the same",2021-03-29 21:04:27.033728+00:00
527,ES2004d,818.61,D,So we could use any strong fruit and veg colours and that's what we're intending to do.,POSITIVE,2,Being positive,Yes is great to sumarize the current discussion content to steer the meeting in good conclusive way,2021-03-29 21:05:53.015736+00:00
527,ES2004d,863.09,D,"We've talked about pointers, but the very use of a remote control, if you're someone who's zapping, who's sitting like that, and we found so many people did, how do you minimise that on such a small device?",POSITIVE,4,Being positive,"It is great to start with a agenda for the meeting, which make team to focus and be creative on the given agenda",2021-03-29 21:06:48.458123+00:00
844,ES2004d,1429.88,D,"If we moved away from our much loved idea of a kinetic battery and just went with the standard batteries, would that make a huge difference?",NEGATIVE,1,Being sarcastic,"Saying that they should not use kinetic battery in a sarcastic way, which can offend the people who support kinetic battery",2021-03-29 21:56:00.451221+00:00
844,ES2004d,2136.93,D,Maybe they are gonna steal our ideas and sell it.,NEGATIVE,5,Causing frusturation,Talking about how other companies will steal ideas can annoy or frustate other,2021-03-29 22:03:47.839580+00:00
844,ES2004d,580.75,D,This is where I realise how tiny I actually am.,NEGATIVE,2,Causing frusturation,calling  one self tiny can leave an impact on others and cause frustration,2021-03-29 22:05:28.479886+00:00
844,ES2004d,766.42,D,"I should've said a two to make the arithmetic easy, shouldn't I?",NEGATIVE,1,Causing frusturation,"saying that all the others are answering the same, in a sarcastic way",2021-03-29 22:06:55.577404+00:00
