user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
514,ES2010b,91.33,A,And I hope you all had a good individual working time.,POSITIVE,8,Being positive,Bridging the thinking from individual to group and team setting.,2021-04-12 11:38:10.330255+00:00
514,ES2010b,124.65,A,First I want to discuss the goals of this meeting.,POSITIVE,1,Being positive,"By giving goals, it gives the team something to focus on and think about",2021-04-12 11:38:55.582220+00:00
514,ES2010b,383.29,A,You speak with such authority on the matter.,NEGATIVE,3,Being passive-aggressive,This could make someone feel like they have taken too much authority and have offended others in the group,2021-04-12 11:40:24.698887+00:00
514,ES2010b,411.2,A,Now we have Courtney with the functional requirements.,POSITIVE,4,Being respectful,Clearly assigning the floor to one individual so show undivided attention,2021-04-12 11:41:20.704467+00:00
514,ES2010b,471.67,A,"What do you mean by um the current remote controls do not match well with the operating behaviour of the user, like they have to press the buttons.",NEGATIVE,3,Causing frusturation,Sounding confused about an idea may make the other person annoyed that you didn't understand them,2021-04-12 11:42:10.440572+00:00
1106,ES2010b,86.61,A,Um welcome to our second meeting.,POSITIVE,3,Being respectful,Greeting everyone and welcoming the group shows respect to the team,2021-04-12 13:00:38.286154+00:00
1106,ES2010b,185.25,A,Who would like to start us off?,POSITIVE,4,Being respectful,Opening the floor to listen to one of the team and what idea they have,2021-04-12 13:01:20.030241+00:00
1106,ES2010b,381.65,A,Very good presentation.,POSITIVE,23,Being positive,Compliments to the presentation on the idea from the previous team member,2021-04-12 13:02:13.499226+00:00
1106,ES2010b,411.2,A,Now we have Courtney with the functional requirements.,POSITIVE,4,Being respectful,Announcing the first name of the presenter to bring attention to her and what is being said,2021-04-12 13:02:50.409668+00:00
1106,ES2010b,648.58,A,"And so just to just to clarify by speech recognition you mean they would say, channel five, and the thing would go to channel five?",NEGATIVE,1,Causing frusturation,Asking for clarification can make people feel like they weren't correctly understood.,2021-04-12 13:04:09.239388+00:00
1339,ES2010b,198.23,C,You know you could you could do it yourself actually.,NEGATIVE,6,Being passive-aggressive,He is being passive-aggressive. C could have said this in a nicer way.,2021-04-12 13:51:29.788783+00:00
1339,ES2010b,381.65,A,Very good presentation.,POSITIVE,23,Being positive,A is encouraging his coworkers by giving positive feedback. He is making his coworkers feel more confident about themselves.,2021-04-12 13:57:40.544347+00:00
1339,ES2010b,383.29,A,You speak with such authority on the matter.,POSITIVE,15,Being positive,A is complimenting his coworker's public speaking skills. He is positively reinforcing a good trait that one of his coworker's has.,2021-04-12 14:01:09.725058+00:00
1339,ES2010b,678.05,A,"Oh, yeah, that's true.",POSITIVE,6,Being agreeable,A agreed with C on the topic of the remote phone. He agrees that the function of the remote phone relates to what he was discussing previously.,2021-04-12 14:23:26.121780+00:00
1339,ES2010b,713.92,D,Oh that's fine.,POSITIVE,5,Being positive,D is letting B know that it is ok that he did not finish his previous work. He is letting B know that things will be ok.,2021-04-12 14:25:05.203894+00:00
1280,ES2010b,86.61,A,Um welcome to our second meeting.,POSITIVE,3,Being respectful,"Person A welcomes the others to the meeting, showing that they are thankful to them for coming to the second meeting.",2021-04-12 15:27:07.140916+00:00
1280,ES2010b,91.33,A,And I hope you all had a good individual working time.,POSITIVE,8,Being positive,"Person A hopes that others will enjoy their time at the second meeting, and shows optimism that it will be productive as well.",2021-04-12 15:27:43.327593+00:00
1280,ES2010b,119.75,A,And we're gonna do this all in about forty minutes.,POSITIVE,1,Being positive,Person A makes an optimistic claim on what the group will accomplish in forty minutes.,2021-04-12 15:30:37.441528+00:00
790,ES2010b,91.33,A,And I hope you all had a good individual working time.,POSITIVE,8,Being positive,It is a very good practice to always stay positive and optimistic. It encourages active participation and mental readiness.,2021-04-12 15:33:55.454337+00:00
1280,ES2010b,162.57,A,"'Kay I'll just give you a minute, 'cause it looks like you're making some notes.",POSITIVE,7,Being respectful,Person A shows respect towards by pausing momentarily to allow the other members to write down notes on what they are saying.,2021-04-12 15:39:01.190979+00:00
1280,ES2010b,190.18,C,I don't mind going first.,POSITIVE,3,Being agreeable,"Person C agrees to Person A's request, and voluntarily accepts to discuss what they have researched.",2021-04-12 15:39:45.509056+00:00
1280,ES2010b,193.04,A,Um do you have a PowerPoint or no?,POSITIVE,1,Being respectful,"Person A asks Person C if they have prepared a power point presentation in a respectful manner, without scolding them if they didn't.",2021-04-12 15:43:03.316367+00:00
1280,ES2010b,198.23,C,You know you could you could do it yourself actually.,NEGATIVE,6,Being passive-aggressive,"Person C acts passive aggressively towards person D, stating they can do a task by themselves if they wanted to.",2021-04-12 15:43:57.316060+00:00
1280,ES2010b,203.24,C,"Put it in Project Documents, yeah.",POSITIVE,1,Being agreeable,"Person C agrees to person A's response, highlighting that it is the correct action to take.",2021-04-12 15:46:18.321017+00:00
1280,ES2010b,230.87,C,"of a remote control, as what uh we've been informed, is basically to send messages to the television set, for example, switch it on, switch it off, go to this channel, go to channel nine, turn the volume up, etcetera.",POSITIVE,1,Being respectful,"Person C discusses what they learned to the group, by informing them without putting them down if they don't know about the topic prior.",2021-04-12 15:47:11.838391+00:00
790,ES2010b,107.18,A,"And we're gonna have three presentations, one from each of you.",POSITIVE,2,Being positive,It's a good practice to involve all participants in all meeting activities.,2021-04-12 15:48:56.421450+00:00
1280,ES2010b,194.88,C,"Yeah, it's in the should be in the m Project.",POSITIVE,1,Being respectful,"Person C responds to person A's question without putting them down or acting as if they should know where it is, and they explain where the power point is.",2021-04-12 15:50:22.095083+00:00
1509,ES2010b,339.16,A,Right.,POSITIVE,5,Being agreeable,"I am following along, understanding what is said; so far everything makes sense",2021-04-12 15:52:18.458258+00:00
790,ES2010b,162.57,A,"'Kay I'll just give you a minute, 'cause it looks like you're making some notes.",POSITIVE,7,Being positive,"It's a good practice to tolerate others, this will encourage them to express their views and opinions.",2021-04-12 15:53:37.039932+00:00
1509,ES2010b,383.29,A,You speak with such authority on the matter.,POSITIVE,15,Being positive,It acknowledges that C has put in some time and research for his presentation,2021-04-12 15:54:38.404376+00:00
790,ES2010b,179.35,A,"So what I wanna do right now is hear from all three of you, on your research that you just did.",POSITIVE,2,Being agreeable,Trying to hear from all participants is an indication of creating a sense of cooperation or togetherness in formulating ideas.,2021-04-12 15:55:40.326795+00:00
1509,ES2010b,457.28,C,And that meaning what?,POSITIVE,2,Being respectful,We need to let her finish her presentation before any interjections are made,2021-04-12 15:59:13.664806+00:00
625,ES2010b,91.33,A,And I hope you all had a good individual working time.,POSITIVE,8,Being positive,"This is a nice way to show that you care about them even in a small way, and respect them and respect their time. It increases the comfort they have being in this meeting, good job!",2021-04-12 16:00:48.721847+00:00
790,ES2010b,218.6,C,<sound: laugh>,POSITIVE,1,Being positive,"Laughing to each other during meetings is a good way to ease tension, develop rapport and create a serene meeting environment.",2021-04-12 16:01:02.435246+00:00
1509,ES2010b,471.67,A,"What do you mean by um the current remote controls do not match well with the operating behaviour of the user, like they have to press the buttons.",POSITIVE,4,Being respectful,Asking for clarification for the group so that effective decisions can be made based on the research,2021-04-12 16:01:59.247893+00:00
625,ES2010b,162.57,A,"'Kay I'll just give you a minute, 'cause it looks like you're making some notes.",POSITIVE,7,Being respectful,"This could be seen as a little off-putting, but if this is genuine I think it is an excellent way to show how you respect someone and their time and effort in the group, good job!",2021-04-12 16:02:35.437476+00:00
625,ES2010b,174.136,C,<sound: laugh>,NEGATIVE,3,Dismissing others,"Laughing doesn't help move the meeting along or increase morale in this context, try to be more respectful.",2021-04-12 16:03:17.422041+00:00
625,ES2010b,190.18,C,I don't mind going first.,POSITIVE,3,Being agreeable,"Good job offering to go first, it makes everyone else feel more comfortable offering to go next.",2021-04-12 16:04:05.050478+00:00
1509,ES2010b,534.34,A,It's very important.,POSITIVE,1,Being positive,Showing that points that D made are indeed valid and should be considered overall,2021-04-12 16:04:57.016179+00:00
625,ES2010b,218.6,C,<sound: laugh>,NEGATIVE,2,Dismissing others,"There is no need to laugh if no one is making a joke, it takes the respect out of the meaning of the meeting and everyone's time.",2021-04-12 16:05:27.705739+00:00
1516,ES2010b,86.61,A,Um welcome to our second meeting.,NEGATIVE,3,Being sarcastic,By saying um at the beginning it sounds like they are annoyed/sarcastic.,2021-04-12 16:28:15.703821+00:00
1516,ES2010b,174.136,C,<sound: laugh>,NEGATIVE,3,Dismissing others,Laughing in a meeting is rude and might be seen as dismissive.,2021-04-12 16:29:31.812810+00:00
1516,ES2010b,198.23,C,You know you could you could do it yourself actually.,NEGATIVE,6,Being passive-aggressive,By saying you know and actually it sounds as if you are being demanding or annoyed.,2021-04-12 16:30:33.428351+00:00
1516,ES2010b,306.416,A,<sound: cough>,NEGATIVE,1,Causing embarrassment,Coughing interrupts the speaker and shows annoyance to the group.,2021-04-12 16:31:37.145764+00:00
1516,ES2010b,398.106,A,<sound: do d- do sounds imitating whistling>,NEGATIVE,2,Causing annoyance,Whistling is not needed and shows that the speaker might be somewhat annoyed.,2021-04-12 16:32:45.777152+00:00
1516,ES2010b,494.66,B,We only use ten per cent of our brains.,NEGATIVE,5,Causing embarrassment,This statement is implying that others are not smart and is not neded.,2021-04-12 16:34:13.969902+00:00
459,ES2010b,86.61,A,Um welcome to our second meeting.,POSITIVE,3,Being respectful,"They welcome everyone with a nice and warm message, making all feel welcome",2021-04-12 17:00:34.411616+00:00
459,ES2010b,162.57,A,"'Kay I'll just give you a minute, 'cause it looks like you're making some notes.",POSITIVE,7,Being respectful,"They pause and let the others catch up, which make them feel less rushed and more at ease.",2021-04-12 17:01:25.059048+00:00
459,ES2010b,179.35,A,"So what I wanna do right now is hear from all three of you, on your research that you just did.",POSITIVE,2,Being positive,This person lets the others know that what they have to say is important and they want to hear about it,2021-04-12 17:01:51.660859+00:00
459,ES2010b,381.65,A,Very good presentation.,POSITIVE,23,Being positive,They give the other team member good feedback on their presentation,2021-04-12 17:02:58.443637+00:00
459,ES2010b,383.29,A,You speak with such authority on the matter.,POSITIVE,15,Being positive,They give a very good compliment about the way their teammate delivered the information,2021-04-12 17:03:41.466571+00:00
1523,ES2010b,91.33,A,And I hope you all had a good individual working time.,POSITIVE,8,Being positive,You opened to meeting with a positive message to your co-workers. You expressed concern over whether they had a positive work experience prior to the meeting.,2021-04-12 17:47:07.083292+00:00
1523,ES2010b,86.61,A,Um welcome to our second meeting.,NEGATIVE,3,Causing unsureness,"You opened to meeting with ""Um"" as your second word spoken. I makes you appear unsure of how to being the meeting and may make people look at you negatively or not take the meeting serious.",2021-04-12 17:49:17.394993+00:00
1523,ES2010b,96.99,A,"Okay, here's the agenda for the meeting.",NEGATIVE,1,Causing annoyance,"Already third usage of ""okay"" and the meeting topic has not been addressed. People may get annoyed with you.",2021-04-12 17:50:37.655208+00:00
1523,ES2010b,99.07,A,After the opening um I am going to,NEGATIVE,1,Causing annoyance,"Second time ""um"" was spoken and may make people think you are not ready for the meeting or unsure how to proceed with the topic.",2021-04-12 17:51:33.645720+00:00
1523,ES2010b,112.78,A,Um gonna come to a decision on the functions of the remote control.,NEGATIVE,1,Causing annoyance,"Another usage of ""um"". Avoid using it as, like previously stated, it makes you unsure of your task and what you are talking about, and may annoy others or demotivate them.",2021-04-12 17:53:48.552336+00:00
1523,ES2010b,162.57,A,"'Kay I'll just give you a minute, 'cause it looks like you're making some notes.",POSITIVE,7,Being respectful,You were observant of the other participants to the meeting and gave them time to complete notes on what the meeting will be about.,2021-04-12 17:56:18.894354+00:00
1523,ES2010b,174.136,C,<sound: laugh>,NEGATIVE,3,Dismissing others,"You interrupted the main speaker with laughter. This shows disrespect, that you are not paying attention and that what they are saying is funny to you or doesn't matter. They will be reluctant to continue speaking.",2021-04-12 17:58:25.478312+00:00
1523,ES2010b,185.25,A,Who would like to start us off?,POSITIVE,4,Being agreeable,You gave the group the opportunity to collect their thoughts and have someone volunteer to present their work first. This reduces pressure placed on the participants and has them believe they share control in how the meeting is progressing.,2021-04-12 18:00:15.057577+00:00
1523,ES2010b,172.838,C,<sound: other>,NEGATIVE,1,Causing frusturation,You interrupted the main speaker from getting the meeting started with whatever noise you made. This can either annoy them or discourage them since that was rude and inconsiderate.,2021-04-12 18:01:56.411799+00:00
1523,ES2010b,176.01,A,"back, previous.",POSITIVE,1,Emotion control,"You did a good job steering the meeting back to what you wanted to say, despite being interrupted before you could start the main topic. It can be discouraging, but you behaved well to ignore and not derail the meeting further to address this first interruption.",2021-04-12 18:05:15.368603+00:00
1523,ES2010b,193.04,A,Um do you have a PowerPoint or no?,NEGATIVE,1,Causing embarrassment,"You may want to rephrase how you asked them how they were going to present. A more ambiguous would have been ""How are you going to present? By a PowerPoint or something else?"" The way you asked put pressure on him to have a PowerPoint as the only way to present, and if he didn't have it he would be caught unprepared and ""mocked"" for that.",2021-04-12 18:09:25.206278+00:00
1523,ES2010b,196.88,D,Do you want us to do our PowerPoints now or,NEGATIVE,1,Causing frusturation,You are interrupting the established turn order from the person who volunteered to go first. This should have been a question before someone had volunteered to go first. It appears you are impatient and the other is not important compared to you.,2021-04-12 18:12:06.491079+00:00
