user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
621,ES2007b,22.81,C,Huh.,NEGATIVE,1,Causing embarrassment,Using a phrase that might be immature and cause embarrassment to the person who it's made towards.,2021-03-29 15:52:25.502855+00:00
621,ES2007b,63.91,A,I just wanna 'cause basically I can't re I've really crap at remembering everyone's name so I just wanna rather than going uh Miss Marketing and Miss this and Miss that,POSITIVE,3,Being agreeable,Being honest about one's inability thus not to offend anyone in the future.,2021-03-29 15:54:15.309219+00:00
621,ES2007b,75.42,A,just gonna leave this up here 'cause I'll,NEGATIVE,1,Causing embarrassment,Interrupting someone who was about to speak thus causing that person to loose confidence.,2021-03-29 15:55:19.358933+00:00
621,ES2007b,145.472,B,<sound: laugh>,NEGATIVE,1,Causing annoyance,"Laughing when nothing funny was said, thus making speaker feel bad.",2021-03-29 15:57:31.790263+00:00
621,ES2007b,180.02,A,"wee while, when you haven't been getting hit with spam on your computers and and, you know, filling out silly questionnaires and things.",POSITIVE,2,Being positive,Using humor to indicate one's compassion towards the effort others have put in thus making them feel good.,2021-03-29 15:59:16.099371+00:00
556,ES2007b,63.91,A,I just wanna 'cause basically I can't re I've really crap at remembering everyone's name so I just wanna rather than going uh Miss Marketing and Miss this and Miss that,NEGATIVE,2,Dismissing others,It seems disrespectful that he would not learn everyone’s name,2021-03-29 17:07:59.687240+00:00
556,ES2007b,135.89,A,"Um this is gonna go a lot better than the last meeting, basically, uh 'cause I know what I'm supposed to be doing now.",POSITIVE,5,Being positive,The speaker is making a joke which lightens the tone of the meeting,2021-03-29 17:08:42.209202+00:00
556,ES2007b,214.92,B,How long is the meeting?,NEGATIVE,2,Causing annoyance,The speaker asking how long the meeting is could show that they are being impatient,2021-03-29 17:09:45.233008+00:00
556,ES2007b,262.77,A,"Reissa, are you uh b are you joining in with this meeting here or are y or are y or are you are you just are you just uh doing some Internet shopping there?",NEGATIVE,12,Being sarcastic,The Speakers being rude and disrespectful towards the team member,2021-03-29 17:10:45.887864+00:00
556,ES2007b,366.84,B,"So um I think maybe uh two batteries, I dunno what they're called",NEGATIVE,1,Causing frusturation,"The speaker does not sound confident, which makes the tone of the whole meeting kind of down",2021-03-29 17:11:46.943700+00:00
772,ES2007b,63.91,A,I just wanna 'cause basically I can't re I've really crap at remembering everyone's name so I just wanna rather than going uh Miss Marketing and Miss this and Miss that,POSITIVE,3,Being respectful,You are showing respect that you want to use proper names for everyone,2021-03-29 18:32:27.972698+00:00
772,ES2007b,78.45,C,"Sure, that's a good idea.",POSITIVE,3,Being positive,It is positive to tell someone else their idea is good and will make others more likely to share ideas.,2021-03-29 18:33:20.042797+00:00
772,ES2007b,120.95,A,'S just a bit nicer calling people by their names I think.,POSITIVE,3,Being agreeable,You have let others know that being kind is important to you and you want to be kind to the participants.,2021-03-29 18:34:54.509248+00:00
772,ES2007b,135.89,A,"Um this is gonna go a lot better than the last meeting, basically, uh 'cause I know what I'm supposed to be doing now.",POSITIVE,5,Being agreeable,It makes you seem more approachable to others when you admit you did not as well as you wanted at something,2021-03-29 18:35:49.620277+00:00
772,ES2007b,138.692,C,<sound: laugh>,POSITIVE,1,Being agreeable,It is kind to laugh at the participants statement as they were intending to be humorous.,2021-03-29 18:36:44.742666+00:00
